4096,2,0.000561,0.000398,0.000326
4096,4,0.000644,0.000451,0.000267
4096,8,0.000448,0.000324,0.000354
4096,16,0.000456,0.000327,0.000853
4096,32,0.000399,0.000278,0.000332
4096,64,0.000430,0.000301,0.000450
4096,128,0.000373,0.000268,0.001950
4096,256,0.000570,0.000372,0.002229
8192,2,0.001231,0.000745,0.001084
8192,4,0.000880,0.000682,0.000283
8192,8,0.000791,0.000564,0.001744
8192,16,0.000754,0.000513,0.000378
8192,32,0.000656,0.000458,0.000312
8192,64,0.000692,0.000487,0.000457
8192,128,0.000797,0.000569,0.000821
8192,256,0.001056,0.000758,0.002105
16384,2,0.002365,0.001339,0.001156
16384,4,0.001425,0.000965,0.000426
16384,8,0.001572,0.000982,0.000369
16384,16,0.001832,0.001143,0.000561
16384,32,0.001912,0.001525,0.000745
16384,64,0.002265,0.001658,0.000974
16384,128,0.002839,0.001855,0.003218
16384,256,0.002166,0.001242,0.001508
32768,2,0.004196,0.002779,0.001882
32768,4,0.003111,0.002056,0.000841
32768,8,0.003092,0.002074,0.000697
32768,16,0.003632,0.002520,0.000858
32768,32,0.004286,0.002774,0.000997
32768,64,0.003943,0.002702,0.001405
32768,128,0.003027,0.002102,0.001134
32768,256,0.003006,0.002083,0.001898
65536,2,0.006525,0.004319,0.002719
65536,4,0.006365,0.004595,0.001717
65536,8,0.006138,0.004371,0.002016
65536,16,0.007680,0.004412,0.001808
65536,32,0.009610,0.004690,0.002221
65536,64,0.008967,0.004905,0.001791
65536,128,0.009883,0.004517,0.002175
65536,256,0.007972,0.004720,0.002549
131072,2,0.014478,0.009254,0.005947
131072,4,0.013298,0.009261,0.003008
131072,8,0.013285,0.009085,0.002956
131072,16,0.014694,0.009173,0.003097
131072,32,0.016970,0.009102,0.003469
131072,64,0.013947,0.009210,0.003290
131072,128,0.015128,0.009271,0.003381
131072,256,0.015152,0.009603,0.003929
262144,2,0.028356,0.019530,0.011879
262144,4,0.030725,0.019833,0.007294
262144,8,0.027912,0.019518,0.005228
262144,16,0.028251,0.019043,0.005057
262144,32,0.028103,0.019434,0.005663
262144,64,0.028331,0.019681,0.006067
262144,128,0.028980,0.019475,0.006075
262144,256,0.028755,0.019396,0.006613
524288,2,0.058608,0.040079,0.024008
524288,4,0.058469,0.041132,0.014906
524288,8,0.059048,0.041592,0.011625
524288,16,0.058488,0.039599,0.010680
524288,32,0.059601,0.041183,0.013728
524288,64,0.060134,0.040866,0.011583
524288,128,0.059823,0.040723,0.013079
524288,256,0.059664,0.040977,0.012638
1048576,2,0.123636,0.088706,0.048954
1048576,4,0.123591,0.085498,0.029336
1048576,8,0.123375,0.084555,0.022114
1048576,16,0.124383,0.085197,0.024873
1048576,32,0.124543,0.085130,0.024378
1048576,64,0.126051,0.086140,0.027013
1048576,128,0.125439,0.086141,0.026508
1048576,256,0.123848,0.085813,0.024092
2097152,2,0.261090,0.180966,0.102965
2097152,4,0.262125,0.181209,0.058342
2097152,8,0.257601,0.176541,0.044268
2097152,16,0.259081,0.177981,0.045115
2097152,32,0.263666,0.177632,0.044881
2097152,64,0.259146,0.177551,0.045540
2097152,128,0.258726,0.178408,0.049003
2097152,256,0.263230,0.179857,0.049215
4194304,2,0.556870,0.379772,0.221630
4194304,4,0.557081,0.385541,0.118175
4194304,8,0.554581,0.373747,0.091124
4194304,16,0.549843,0.371030,0.094888
4194304,32,0.557245,0.381175,0.103468
4194304,64,0.552301,0.377541,0.097669
4194304,128,0.555898,0.374575,0.101407
4194304,256,0.550193,0.380388,0.103758
8388608,2,1.155420,0.790589,0.444579
8388608,4,1.152500,0.791915,0.252894
8388608,8,1.160096,0.783637,0.201002
8388608,16,1.140500,0.787944,0.197762
8388608,32,1.148097,0.796017,0.205491
8388608,64,1.158082,0.785033,0.202884
8388608,128,1.138019,0.785771,0.216491
8388608,256,1.134853,0.783207,0.226396
16777216,2,2.398752,1.639491,0.920331
16777216,4,2.402041,1.633103,0.501629
16777216,8,2.402292,1.635549,0.407050
16777216,16,2.408213,1.626357,0.390980
16777216,32,2.398244,1.629609,0.406784
16777216,64,2.408478,1.666109,0.427048
16777216,128,2.402837,1.651245,0.448049
16777216,256,2.401945,1.630298,0.446149
