4096,2,0.000328,0.000209,0.000241
4096,4,0.000305,0.000206,0.000265
4096,8,0.000315,0.000215,0.000344
4096,16,0.000347,0.000246,0.006128
4096,32,0.000357,0.000227,0.005931
4096,64,0.000353,0.000233,0.003704
4096,128,0.001492,0.000253,0.005554
4096,256,0.000389,0.000269,0.008327
8192,2,0.000735,0.000471,0.000431
8192,4,0.000646,0.000439,0.000317
8192,8,0.000680,0.000469,0.000401
8192,16,0.000772,0.000508,0.011166
8192,32,0.000758,0.000499,0.003094
8192,64,0.000736,0.000579,0.017170
8192,128,0.000825,0.000587,0.026393
8192,256,0.000824,0.000585,0.020179
16384,2,0.001544,0.001062,0.000820
16384,4,0.001410,0.000957,0.000549
16384,8,0.001418,0.000963,0.001269
16384,16,0.001418,0.000977,0.000935
16384,32,0.001681,0.001121,0.011242
16384,64,0.001699,0.003015,0.017685
16384,128,0.001941,0.001151,0.060071
16384,256,0.001765,0.001243,0.038593
32768,2,0.003290,0.006302,0.001703
32768,4,0.003049,0.002063,0.001384
32768,8,0.003223,0.002288,0.001228
32768,16,0.003232,0.002263,0.004219
32768,32,0.003445,0.002339,0.041212
32768,64,0.003738,0.002253,0.090765
32768,128,0.003777,0.003933,0.102479
32768,256,0.005153,0.002607,0.149959
65536,2,0.011096,0.004289,0.003275
65536,4,0.006526,0.004473,0.003487
65536,8,0.006800,0.004477,0.003282
65536,16,0.006487,0.004351,0.010280
65536,32,0.007206,0.004549,0.026677
65536,64,0.008771,0.005088,0.042548
65536,128,0.016837,0.004966,0.160654
65536,256,0.008074,0.005186,0.119696
131072,2,0.035807,0.012318,0.007239
131072,4,0.014298,0.009657,0.007660
131072,8,0.014230,0.009331,0.007130
131072,16,0.014725,0.009859,0.004777
131072,32,0.018567,0.009460,0.054129
131072,64,0.016921,0.009340,0.073741
131072,128,0.015212,0.009712,0.160108
131072,256,0.024471,0.010029,0.071573
262144,2,0.032311,0.022151,0.014750
262144,4,0.030188,0.019388,0.012582
262144,8,0.028271,0.019227,0.011984
262144,16,0.028438,0.019132,0.021511
262144,32,0.028714,0.019233,0.008725
262144,64,0.029693,0.019074,0.129255
262144,128,0.033515,0.019512,0.194281
262144,256,0.030535,0.019829,0.226210
524288,2,0.060756,0.041235,0.029617
524288,4,0.064661,0.041626,0.022000
524288,8,0.062340,0.042915,0.019886
524288,16,0.061614,0.040925,0.035779
524288,32,0.060353,0.041944,0.069291
524288,64,0.062929,0.041356,0.121118
524288,128,0.060821,0.040863,0.205696
524288,256,0.059890,0.041009,0.293185
1048576,2,0.127963,0.088343,0.061328
1048576,4,0.127873,0.087348,0.036891
1048576,8,0.132464,0.086327,0.031435
1048576,16,0.127504,0.085541,0.043655
1048576,32,0.127579,0.087715,0.065301
1048576,64,0.126784,0.086614,0.116182
1048576,128,0.128546,0.088605,0.422067
1048576,256,0.125747,0.085667,0.281273
2097152,2,0.263953,0.181727,0.129866
2097152,4,0.270094,0.181324,0.075024
2097152,8,0.274954,0.180322,0.061789
2097152,16,0.267550,0.178442,0.061996
2097152,32,0.262749,0.178876,0.102899
2097152,64,0.263630,0.177174,0.236202
2097152,128,0.260102,0.176818,0.377934
2097152,256,0.260517,0.178497,0.408643
4194304,2,0.551994,0.373747,0.267749
4194304,4,0.559612,0.373411,0.150332
4194304,8,0.558680,0.371518,0.121375
4194304,16,0.552652,0.373645,0.131875
4194304,32,0.553598,0.375417,0.215079
4194304,64,0.546561,0.371667,0.291962
4194304,128,0.545530,0.377680,0.832487
4194304,256,0.550269,0.370378,0.515707
8388608,2,1.165451,0.780886,0.557041
8388608,4,1.158338,0.778195,0.316161
8388608,8,1.170470,0.788739,0.250248
8388608,16,1.151674,0.775706,0.296922
8388608,32,1.162884,0.783520,0.325453
8388608,64,1.155883,0.778908,0.404067
8388608,128,1.162710,0.796255,0.738005
8388608,256,1.154837,0.782248,0.735066
16777216,2,2.429084,1.660688,1.165512
16777216,4,2.446373,1.650649,0.635551
16777216,8,2.425925,1.639536,0.542280
16777216,16,2.412377,1.617750,0.538746
16777216,32,2.428259,1.646992,0.745076
16777216,64,2.422245,1.637990,0.761129
16777216,128,2.421068,1.632698,2.544985
16777216,256,2.445239,1.635464,1.906126
